#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
2134,,Konig Friedrich I von Preussen,germany,bc,,,,,,
2135,,Konig Friedrich Wilhelm I von Preussen,germany,bc,,,,,,
2136,,Kaiser Barbarossa,germany,bc,,,,,,
2137,,Konig Friedrich II der Grosse von Preussen,germany,bc,,,,,,
2138,,Konig Friedrich Wilhelm II von Preussen,germany,bc,,,,,,
2139,,Konig Friedrich Wilhelm III von Preussen,germany,bc,,,,,,
2140,,Konig Friedrich Wilhelm IV von Preussen,germany,bc,,,,,,
2141,,Kurfurst Friedrich Wilhelm der Grosse,germany,bc,,,,,,
2142,,Konigin Luise von Preussen,germany,bc,,,,,,
2143,,Konigin Elisabeth von Preussen,germany,bc,,,,,,
2144,,Konig Maximilian I von Bayern,germany,bc,,,,,,
2145,,Konigin Karoline von Bayern,germany,bc,,,,,,
2146,,"Prinzessin Ludovika von Bayern, Herzogin in Bayern",germany,bc,,,,,,
2147,,Konig Ludwig I von Bayern,germany,bc,,,,,,
2148,,Prinzessin Adelgunde von Bayern,germany,bc,,,,,,
2149,,Konigin Therese von Bayern,germany,bc,,,,,,
2150,,Konig Maximilian II Joseph von Bayern,germany,bc,,,,,,
2151,,Konigin Marie von Bayern,germany,bc,,,,,,
2152,,Konig Ludwig II von Bayern,germany,bc,,,,,,
2153,,Konig Otto I von Bayern,germany,bc,,,,,,
2154,,Prinzregent Luitpold von Bayern,germany,bc,,,,,,
2155,,Prinzregent Ludwig von Bayern,germany,bc,,,,,,
2156,,Kronprinz Wilhelm,germany,bc,,,,,,
2157,,Kronprinzessin Cecilie,germany,bc,,,,,,
2158,,Prinz Eitel Friedrich,germany,bc,,,,,,
2159,,Prinz Adalbert,germany,bc,,,,,,
2160,,Prinz August Wilhelm,germany,bc,,,,,,
2161,,Prinzessin Viktoria Luise,germany,bc,,,,,,
2162,,Konig Friedrich August I von Sachsen,germany,bc,,,,,,
2163,,Konigin Amalie von Sachsen,germany,bc,,,,,,
2164,,Prinzessin Maria Augusta von Sachsen,germany,bc,,,,,,
2165,,Konig Anton von Sachsen,germany,bc,,,,,,
2166,,Konigin Maria Theresia von Sachsen,germany,bc,,,,,,
2167,,Konig Friedrich August II von Sachsen,germany,bc,,,,,,
2168,,Konigin Karoline Ferdinande von Sachsen,germany,bc,,,,,,
2169,,Konigin Maria Anna von Sachsen,germany,bc,,,,,,
2170,,Konig Johann von Sachsen,germany,bc,,,,,,
2171,,Konigin Amalie Auguste von Sachsen,germany,bc,,,,,,
2172,,Prinzessin Anna Maria von Sachsen,germany,bc,,,,,,
2173,,Prinzessin Margaretha von Sachsen,germany,bc,,,,,,
2174,,Prinzessin Sophie Maria von Sachsen,germany,bc,,,,,,
2175,,Konig Albert von Sachsen,germany,bc,,,,,,
2176,,Konigin Carola von Sachsen,germany,bc,,,,,,
2177,,Konig Georg von Sachsen,germany,bc,,,,,,
2178,,Konig Friedrich August III von Sachsen,germany,bc,,,,,,
2179,,Konig Friedrich I von Wurttemberg,germany,bc,,,,,,
2180,,Konig Wilhelm I von Wurttemberg,germany,bc,,,,,,
2181,,Konigin Katharina von Wurttemberg,germany,bc,,,,,,
2182,,Konigin Pauline Therese von Wurttemberg,germany,bc,,,,,,
2183,,Prinzessin Katharina von Wurttemberg,germany,bc,,,,,,
2184,,Konig Karl I von Wurttemberg,germany,bc,,,,,,
2185,,Konigin Olga von Wurttemberg,germany,bc,,,,,,
2186,,Konig Wilhelm II von Wurttemberg,germany,bc,,,,,,
2187,,Grossherzog Leopold I von Baden,germany,bc,,,,,,
2188,,Grossherzogin Sophie Wilhelmine von Baden,germany,bc,,,,,,
2189,,Grossherzogin Luise von Baden,germany,bc,,,,,,
2190,,Grossherzog Friedrich I von Baden,germany,bc,,,,,,
2191,,Grossherzog Ludwig I von Hessen und bei Rhein,germany,bc,,,,,,
2192,,Grossherzogin Luise Henriette von Hessen und bei Rhein,germany,bc,,,,,,
2193,,Grossherzog Ludwig II von Hessen und bei Rhein,germany,bc,,,,,,
2194,,Grossherzogin Wilhelmine Luise von Hessen und bei Rhein,germany,bc,,,,,,
2195,,Grossherzog Ludwig III von Hessen und bei Rhein,germany,bc,,,,,,
2196,,Grossherzogin Mathilde Karoline von Hessen und bei Rhein,germany,bc,,,,,,
2197,,Grossherzog Ludwig IV von Hessen und bei Rhein,germany,bc,,,,,,
2198,,Grossherzogin Alice von Hessen und bei Rhein,germany,bc,,,,,,
2199,,Grossherzog Paul Friedrich von Mecklenburg-Schwerin,germany,bc,,,,,,
2200,,Grossherzogin Alexandrine von Mecklenburg-Schwerin,germany,bc,,,,,,
2201,,Grossherzog Friedrich Franz II von Mecklenburg-Schwerin,germany,bc,,,,,,
2202,,Grossherzogin Auguste von Mecklenburg-Schwerin,germany,bc,,,,,,
2203,,Grossherzogin Anna von Mecklenburg-Schwerin,germany,bc,,,,,,
2204,,Grossherzogin Marie von Mecklenburg-Schwerin,germany,bc,,,,,,
2205,,Herzog Georg zu Mecklenburg,germany,bc,,,,,,
2206,,Grossherzog Georg von Mecklenburg-Strelitz,germany,bc,,,,,,
2207,,Grossherzogin Marie von Mecklenburg-Strelitz,germany,bc,,,,,,
2208,,Grossherzog August I von Oldenburg,germany,bc,,,,,,
2209,,Herzogin Amalie zu Oldenburg,germany,bc,,,,,,
2210,,Grossherzogin Cacile von Oldenburg,germany,bc,,,,,,
2211,,Grossherzog Peter II von Oldenburg,germany,bc,,,,,,
2212,,Grossherzogin Elisabeth von Oldenburg,germany,bc,,,,,,
2213,,Prinz Karl Bernhard von Sachsen-Weimar-Eisenach,germany,bc,,,,,,
2214,,Grossherzog Karl Friedrich von Sachsen-Weimar-Eisenach,germany,bc,,,,,,
2215,,Prinzessin Maria von Sachsen-Weimar-Eisenach,germany,bc,,,,,,
2216,,Grossherzog Karl Alexander von Sachsen-Weimar-Eisenach,germany,bc,,,,,,
2217,,Grossherzogin Wilhelmina Sophie von Sachsen-Weimar-Eisenach,germany,bc,,,,,,
2218,,Grossherzog Wilhelm Ernst von Sachsen-Weimar-Eisenach,germany,bc,,,,,,
2219,,Grossherzogin Caroline Elisabeth von Sachsen-Weimar-Eisenach,germany,bc,,,,,,
2220,,Prinzessin Luise Amelie Stephanie von Baden,germany,bc,,,,,,
2221,,Re Vittorio Emanuele II d'Italia,italy,bb,,,,,,
2222,,Regina Adelaide d'Italia,italy,bb,,,,,,
2223,,Re Umberto I d'Italia,italy,bb,,,,,,
2224,,Regina Margherita d'Italia,italy,bb,,,,,,
2225,,Re Vittorio Emanuele III d'Italia,italy,bb,,,,,,
2226,,Regina Elena d'Italia,italy,bb,,,,,,
2227,,Re Carlo Alberto di Sardegna,italy,bb,,,,,,
2228,,Regina Maria Teresa di Sardegna,italy,bb,,,,,,
2229,,Re Carlo Felice di Sardegna,italy,bb,,,,,,
2230,,Regina Maria Cristina di Sardegna,italy,bb,,,,,,
2231,,Granduca Ferdinando III di Toscana,italy,bb,,,,,,
2232,,Granduchessa Luisa di Toscana,italy,bb,,,,,,
2233,,Granduchessa Maria Ferdinanda di Toscana,italy,bb,,,,,,
2234,,Granduca Leopoldo di Toscana,italy,bb,,,,,,
2235,,Granduchessa Maria Anna Carolina di Toscana,italy,bb,,,,,,
2236,,Granduchessa Maria Antonia di Toscana,italy,bb,,,,,,
2237,,Duchessa Regnante Maria Luisa di Parma,italy,bb,,,,,,
2238,,Duca Carlo II di Parma e Piacenza,italy,bb,,,,,,
2239,,Duchessa Maria Teresa di Parma e Piacenza,italy,bb,,,,,,
2240,,Duca Carlo III di Parma e Piacenza,italy,bb,,,,,,
2241,,Duchessa Reggente Luisa Maria di Parma e Piacenza,italy,bb,,,,,,
2242,,Duca Roberto I di Parma e Piacenza,italy,bb,,,,,,
2243,,Duca Francesco IV di Modena e Reggio,italy,bb,,,,,,
2244,,Duchessa Maria Beatrice di Modena e Reggio,italy,bb,,,,,,
2245,,Duca Francesco V di Modena e Reggio,italy,bb,,,,,,
2246,,Duchessa Adelgonda di Modena e Reggio,italy,bb,,,,,,
2247,,Re Ferdinando I delle Due Sicilie,italy,bb,,,,,,
2248,,Re Francesco I delle Due Sicilie,italy,bb,,,,,,
2249,,Regina Maria Isabella delle Due Sicilie,italy,bb,,,,,,
2250,,Re Ferdinando II delle Due Sicilie,italy,bb,,,,,,
2251,,Regina Maria Cristina delle Due Sicilie,italy,bb,,,,,,
2252,,Regina Maria Teresa delle Due Sicilie,italy,bb,,,,,,
2253,,Re Francesco II delle Due Sicilie,italy,bb,,,,,,
2254,,Regina Maria Sofia delle Due Sicilie,italy,bb,,,,,,
2255,,Aquila,italy,bb,,,,,,
2256,,Italia,italy,bb,,,,,,
2257,,Lombardia,italy,bb,,,,,,
2258,,Lazio,italy,bb,,,,,,
2259,,Campania,italy,bb,,,,,,
2260,,Veneto,italy,bb,,,,,,
2261,,Sicilia,italy,bb,,,,,,
2262,,Emilia,italy,bb,,,,,,
2263,,Romagna,italy,bb,,,,,,
2264,,Piemonte,italy,bb,,,,,,
2265,,Puglia,italy,bb,,,,,,
2266,,Toscana,italy,bb,,,,,,
2267,,Calabria,italy,bb,,,,,,
2268,,Sardegna,italy,bb,,,,,,
2269,,Liguaria,italy,bb,,,,,,
2270,,Marche,italy,bb,,,,,,
2271,,Abruzzo,italy,bb,,,,,,
2272,,Friuli,italy,bb,,,,,,
2273,,Umbria,italy,bb,,,,,,
2274,,Trentino,italy,bb,,,,,,
2275,,Re Vittorio Emanuele II d'Italia,italy,bc,,,,,,
2276,,Regina Adelaide d'Italia,italy,bc,,,,,,
2277,,Re Umberto I d'Italia,italy,bc,,,,,,
2278,,Regina Margherita d'Italia,italy,bc,,,,,,
2279,,Re Vittorio Emanuele III d'Italia,italy,bc,,,,,,
2280,,Regina Elena d'Italia,italy,bc,,,,,,
2281,,Re Carlo Alberto di Sardegna,italy,bc,,,,,,
2282,,Regina Maria Teresa di Sardegna,italy,bc,,,,,,
2283,,Re Carlo Felice di Sardegna,italy,bc,,,,,,
2284,,Regina Maria Cristina di Sardegna,italy,bc,,,,,,
2285,,Granduca Ferdinando III di Toscana,italy,bc,,,,,,
2286,,Granduchessa Luisa di Toscana,italy,bc,,,,,,
2287,,Granduchessa Maria Ferdinanda di Toscana,italy,bc,,,,,,
2288,,Granduca Leopoldo di Toscana,italy,bc,,,,,,
2289,,Granduchessa Maria Anna Carolina di Toscana,italy,bc,,,,,,
2290,,Granduchessa Maria Antonia di Toscana,italy,bc,,,,,,
2291,,Duchessa Regnante Maria Luisa di Parma,italy,bc,,,,,,
2292,,Duca Carlo II di Parma e Piacenza,italy,bc,,,,,,
2293,,Duchessa Maria Teresa di Parma e Piacenza,italy,bc,,,,,,
2294,,Duca Carlo III di Parma e Piacenza,italy,bc,,,,,,
2295,,Duchessa Reggente Luisa Maria di Parma e Piacenza,italy,bc,,,,,,
2296,,Duca Roberto I di Parma e Piacenza,italy,bc,,,,,,
2297,,Duca Francesco IV di Modena e Reggio,italy,bc,,,,,,
2298,,Duchessa Maria Beatrice di Modena e Reggio,italy,bc,,,,,,
2299,,Duca Francesco V di Modena e Reggio,italy,bc,,,,,,
2300,,Duchessa Adelgonda di Modena e Reggio,italy,bc,,,,,,
2301,,Re Ferdinando I delle Due Sicilie,italy,bc,,,,,,
2302,,Re Francesco I delle Due Sicilie,italy,bc,,,,,,
2303,,Regina Maria Isabella delle Due Sicilie,italy,bc,,,,,,
2304,,Re Ferdinando II delle Due Sicilie,italy,bc,,,,,,
2305,,Regina Maria Cristina delle Due Sicilie,italy,bc,,,,,,
2306,,Regina Maria Teresa delle Due Sicilie,italy,bc,,,,,,
2307,,Re Francesco II delle Due Sicilie,italy,bc,,,,,,
2308,,Regina Maria Sofia delle Due Sicilie,italy,bc,,,,,,
2309,,Basilicata,italy,bc,,,,,,
2310,,Molise,italy,bc,,,,,,
2311,,Valle d'Aosta,italy,bc,,,,,,
2312,,Lombardia,italy,bc,,,,,,
2313,,Lazio,italy,bc,,,,,,
2314,,Campania,italy,bc,,,,,,
2315,,Veneto,italy,bc,,,,,,
2316,,Sicilia,italy,bc,,,,,,
2317,,Emilia,italy,bc,,,,,,
2318,,Romagna,italy,bc,,,,,,
2319,,Piemonte,italy,bc,,,,,,
2320,,Puglia,italy,bc,,,,,,
2321,,Toscana,italy,bc,,,,,,
2322,,Calabria,italy,bc,,,,,,
2323,,Sardegna,italy,bc,,,,,,
2324,,Liguaria,italy,bc,,,,,,
2325,,Marche,italy,bc,,,,,,
2326,,Abruzzo,italy,bc,,,,,,
2327,,Friuli,italy,bc,,,,,,
2328,,Principessa Maria Clotilde d'Italia,italy,ca,,,,,,
2329,,"Principe Amadeo, Duca d'Aosta",italy,ca,,,,,,
2330,,Principessa Maria Pia d'Italia,italy,ca,,,,,,
2331,,Giuseppe Garibaldi,italy,ca,,,,,,
2332,,"Principe Emanuele Filiberto, Duca d'Aosta",italy,ca,,,,,,
2333,,"Maria Vittoria, Duchessa d'Aosta",italy,ca,,,,,,
2334,,"Principe Vittorio Emanuele, Conte di Torino",italy,ca,,,,,,
2335,,"Maria Cristina, Principessa di Carignano",italy,ca,,,,,,
2336,,"Principe Carlo Emanuele, Principe di Carignano",italy,ca,,,,,,
2337,,"Principe Ferdinando, Duca di Genova",italy,ca,,,,,,
2338,,"Elisabetta, Duchessa di Genova",italy,ca,,,,,,
2339,,"Principe Tommaso, Duca di Genova",italy,ca,,,,,,
2340,,"Isabella, Duchessa di Genova",italy,ca,,,,,,
2341,,"Principe Leopoldo delle Due Sicilie, Principe di Salerno",italy,ca,,,,,,
2342,,"Maria Clementina, Principessa di Salerno",italy,ca,,,,,,
2343,,"Principe Carlo Ferdinando delle Due Sicilie, Principe di Capua",italy,ca,,,,,,
2344,,"Principe Leopoldo delle Due Sicilie, Conte di Siracusa",italy,ca,,,,,,
2345,,"Andrea Doria, Principe di Melfi",italy,ca,,,,,,
2346,,"Principe Antonio Pasquale delle Due Sicilie, Conte di Lecce",italy,ca,,,,,,
2347,,Principessa Maria Amalia delle Due Sicilie,italy,ca,,,,,,
2348,,Principessa Maria Carolina Ferdinanda delle Due Sicilie,italy,ca,,,,,,
2349,,"Principe Luigi delle Due Sicilie, Conte d'Aquila",italy,ca,,,,,,
2350,,"Gennara, Contessa d'Aquila",italy,ca,,,,,,
2351,,"Principe Francesco delle Due Sicilie, Conte di Trapani",italy,ca,,,,,,
2352,,"Maria Isabella, Contessa di Trapani",italy,ca,,,,,,
2353,,"Principe Luigi delle Due Sicilie, Conte di Trani",italy,ca,,,,,,
2354,,"Matilde, Contessa di Trani",italy,ca,,,,,,
2355,,"Principe Alfonso delle Due Sicilie, Conte di Caserta",italy,ca,,,,,,
2356,,Principessa Maria Annunziata delle Due Sicilie,italy,ca,,,,,,
2357,,Principessa Maria Immacolata delle Due Sicilie,italy,ca,,,,,,
2358,,"Principe Gaetano delle Due Sicilie, Conte di Girgenti",italy,ca,,,,,,
2359,,Principessa Maria Pia delle Due Sicilie,italy,ca,,,,,,
2360,,"Principe Pasquale delle Due Sicilie, Conte di Bari",italy,ca,,,,,,
2361,,Principessa Maria Luisa delle Due Sicilie,italy,ca,,,,,,
2362,,Principessa Augusta Ferdinanda di Toscana,italy,ca,,,,,,
2363,,Principessa Maria Luisa di Toscana,italy,ca,,,,,,
2364,,Principessa Maria Teresa di Modena e Reggio,italy,ca,,,,,,
2365,,Principessa Maria Beatrice di Modena e Reggio,italy,ca,,,,,,
2366,,Principessa Margherita di Parma e Piacenza,italy,ca,,,,,,
2367,,"Principe Enrico Carlo di Parma e Piacenza, Conte di Bardi",italy,ca,,,,,,
2368,,"Principe Luigi Amedeo, Duca degli Abruzzi",italy,ca,,,,,,
2369,,Alberico da Barbiano,italy,ca,,,,,,
2370,,Alberto di Guissano,italy,ca,,,,,,
2371,,Bartolomeo Colleoni,italy,ca,,,,,,
2372,,Ludovico di Giovanni de'Medici,italy,ca,,,,,,
2373,,Raimondo Montecuccoli,italy,ca,,,,,,
2374,,Muzio Attendolo Sforza,italy,ca,,,,,,
2375,,"Eugenio di Savoia, Principe di Carignano",italy,ca,,,,,,
2376,,Attilio Regolo,italy,ca,,,,,,
2377,,Scipione Africano,italy,ca,,,,,,
2378,,Pompeo Magno,italy,ca,,,,,,
2379,,Ulpio Traiano,italy,ca,,,,,,
2380,,Ottaviano Augusto,italy,ca,,,,,,
2381,,Cornelio Silla,italy,ca,,,,,,
2382,,Claudio Druso,italy,ca,,,,,,
2383,,Caio Mario,italy,ca,,,,,,
2384,,Paolo Emilio,italy,ca,,,,,,
2385,,Vipsania Agrippa,italy,ca,,,,,,
2386,,Giulio Germanico,italy,ca,,,,,,
2387,,Claudio Tiberio,italy,ca,,,,,,
2388,,Marco Polo,italy,ca,,,,,,
2389,,Vettor Pisani,italy,ca,,,,,,
2390,,Francesco Ferruccio,italy,ca,,,,,,
2391,,Ammiraglio Simone Antonio Pacoret de Saint Bon,italy,ca,,,,,,
2392,,Milano,italy,cl,,,,,,
2393,,Napoli,italy,cl,,,,,,
2394,,Torino,italy,cl,,,,,,
2395,,Palermo,italy,cl,,,,,,
2396,,Genova,italy,cl,,,,,,
2397,,Bologna,italy,cl,,,,,,
2398,,Firenze,italy,cl,,,,,,
2399,,Bari,italy,cl,,,,,,
2400,,Catania,italy,cl,,,,,,
2401,,Verona,italy,cl,,,,,,
2402,,Venezia,italy,cl,,,,,,
2403,,Messina,italy,cl,,,,,,
2404,,Padova,italy,cl,,,,,,
2405,,Trieste,italy,cl,,,,,,
2406,,Brescia,italy,cl,,,,,,
2407,,Parma,italy,cl,,,,,,
2408,,Prato,italy,cl,,,,,,
2409,,Taranto,italy,cl,,,,,,
2410,,Modena,italy,cl,,,,,,
2411,,Reggio Emilia,italy,cl,,,,,,
2412,,Reggio Calabria,italy,cl,,,,,,
2413,,Perugia,italy,cl,,,,,,
2414,,Tripoli,italy,cl,,,,,,
2415,,Zara,italy,cl,,,,,,
2416,,Trento,italy,cl,,,,,,
2417,,Ravenna,italy,cl,,,,,,
2418,,Livorno,italy,cl,,,,,,
2419,,Rimini,italy,cl,,,,,,
2420,,Cagliari,italy,cl,,,,,,
2421,,Foggia,italy,cl,,,,,,
2422,,Ferrara,italy,cl,,,,,,
2423,,Latina,italy,cl,,,,,,
2424,,Salerno,italy,cl,,,,,,
2425,,Monza,italy,cl,,,,,,
2426,,Sassari,italy,cl,,,,,,
2427,,Bergamo,italy,cl,,,,,,
2428,,Pescara,italy,cl,,,,,,
2429,,Forli,italy,cl,,,,,,
2430,,Siracusa,italy,cl,,,,,,
2431,,Vicenza,italy,cl,,,,,,
2432,,Terni,italy,cl,,,,,,
2433,,Bolzano,italy,cl,,,,,,
2434,,Piacenza,italy,cl,,,,,,
2435,,Novara,italy,cl,,,,,,
2436,,Ancona,italy,cl,,,,,,
2437,,Udine,italy,cl,,,,,,
2438,,Andria,italy,cl,,,,,,
2439,,Arezzo,italy,cl,,,,,,
2440,,Cessena,italy,cl,,,,,,
2441,,Pesaro,italy,cl,,,,,,
2442,,Lecce,italy,cl,,,,,,
2443,,La Spezia,italy,cl,,,,,,
2444,,Alessandria,italy,cl,,,,,,
2445,,Pisa,italy,cl,,,,,,
2446,,Lucca,italy,cl,,,,,,
2447,,Pistoia,italy,cl,,,,,,
2448,,Treviso,italy,cl,,,,,,
2449,,Catanzaro,italy,cl,,,,,,
2450,,Brindisi,italy,cl,,,,,,
2451,,Grosseto,italy,cl,,,,,,
2452,,Marsala,italy,cl,,,,,,
2453,,Varese,italy,cl,,,,,,
2454,,Pozzuoli,italy,cl,,,,,,
2455,,Sesto San Giovanni,italy,cl,,,,,,
2456,,Cinisello Balsamo,italy,cl,,,,,,
2457,,Aprilia,italy,cl,,,,,,
2458,,Casoria,italy,cl,,,,,,
2459,,Asti,italy,cl,,,,,,
2460,,Ragusa,italy,cl,,,,,,
2461,,Capri,italy,cl,,,,,,
2462,,Caserta,italy,cl,,,,,,
2463,,Pavia,italy,cl,,,,,,
2464,,Cremona,italy,cl,,,,,,
2465,,Massa,italy,cl,,,,,,
2466,,Potenza,italy,cl,,,,,,
2467,,Cosenza,italy,cl,,,,,,
2468,,Trani,italy,cl,,,,,,
2469,,Fulmine,italy,dd,,,,,,
2470,,Lampo,italy,dd,,,,,,
2471,,Freccia,italy,dd,,,,,,
2472,,Dardo,italy,dd,,,,,,
2473,,Strale,italy,dd,,,,,,
2474,,Euro,italy,dd,,,,,,
2475,,Ostro,italy,dd,,,,,,
2476,,Nembo,italy,dd,,,,,,
2477,,Turbine,italy,dd,,,,,,
2478,,Aquilone,italy,dd,,,,,,
2479,,Borea,italy,dd,,,,,,
2480,,Zeffiro,italy,dd,,,,,,
2481,,Espero,italy,dd,,,,,,
2482,,Soldato,italy,dd,,,,,,
2483,,Artigliere,italy,dd,,,,,,
2484,,Bersagliere,italy,dd,,,,,,
2485,,Corazziere,italy,dd,,,,,,
2486,,Garibaldino,italy,dd,,,,,,
2487,,Granatiere,italy,dd,,,,,,
2488,,Lanciere,italy,dd,,,,,,
2489,,Alpino,italy,dd,,,,,,
2490,,Carabiniere,italy,dd,,,,,,
2491,,Fuciliere,italy,dd,,,,,,
2492,,Pontiere,italy,dd,,,,,,
2493,,Ascaro,italy,dd,,,,,,
2494,,Impetuoso,italy,dd,,,,,,
2495,,Impavido,italy,dd,,,,,,
2496,,Insidioso,italy,dd,,,,,,
2497,,Irrequieto,italy,dd,,,,,,
2498,,Indomito,italy,dd,,,,,,
2499,,Intrepido,italy,dd,,,,,,
2500,,Ardito,italy,dd,,,,,,
2501,,Ardente,italy,dd,,,,,,
2502,,Audace,italy,dd,,,,,,
2503,,Animoso,italy,dd,,,,,,
2504,,Rosolino Pilo,italy,dd,,,,,,
2505,,Giuseppe Cesare Abba,italy,dd,,,,,,
2506,,Pilade Bronzetti,italy,dd,,,,,,
2507,,Giuseppe Missori,italy,dd,,,,,,
2508,,Antonio Mosto,italy,dd,,,,,,
2509,,Ippolito Nievo,italy,dd,,,,,,
2510,,Francesco Nullo,italy,dd,,,,,,
2511,,Simone Schiaffino,italy,dd,,,,,,
2512,,Alessandro Poerio,italy,dd,,,,,,
2513,,Cesare Rossarol,italy,dd,,,,,,
2514,,Guglielmo Pepe,italy,dd,,,,,,
2515,,Aquila,italy,dd,,,,,,
2516,,Falco,italy,dd,,,,,,
2517,,Nibbio,italy,dd,,,,,,
2518,,Sparviero,italy,dd,,,,,,
2519,,Carlo Mirabello,italy,dd,,,,,,
2520,,Carlo Alberto Racchia,italy,dd,,,,,,
2521,,Augusto Riboty,italy,dd,,,,,,
2522,,La Masa,italy,dd,,,,,,
2523,,Giuseppe La Masa,italy,dd,,,,,,
2524,,Angelo Bassini,italy,dd,,,,,,
2525,,Agostino Bertani,italy,dd,,,,,,
2526,,Benedetto Cairoli,italy,dd,,,,,,
2527,,Giacinto Carini,italy,dd,,,,,,
2528,,Nicola Fabrizi,italy,dd,,,,,,
2529,,Giuseppe La Farina,italy,dd,,,,,,
2530,,Giacomo Medici,italy,dd,,,,,,
2531,,Sirtori,italy,dd,,,,,,
2532,,Giuseppe Sirtori,italy,dd,,,,,,
2533,,Giovanni Acerbi,italy,dd,,,,,,
2534,,Vincenzo Giordano Orsini,italy,dd,,,,,,
2535,,Francesco Stocco,italy,dd,,,,,,
2536,,Palestro,italy,dd,,,,,,
2537,,Confienza,italy,dd,,,,,,
2538,,San Martino,italy,dd,,,,,,
2539,,Solferino,italy,dd,,,,,,
2540,,Generale Antonio Cantore,italy,dd,,,,,,
2541,,Generale Antonio Cascino,italy,dd,,,,,,
2542,,Generale Antonio Chinotto,italy,dd,,,,,,
2543,,Generale Carlo Montanari,italy,dd,,,,,,
2544,,Generale Marcello Prestinari,italy,dd,,,,,,
2545,,Delfino,italy,ss,,,,,,
2546,,Glauco,italy,ss,,,,,,
2547,,Narvalo,italy,ss,,,,,,
2548,,Otaria,italy,ss,,,,,,
2549,,Squalo,italy,ss,,,,,,
2550,,Tricheco,italy,ss,,,,,,
2551,,Foca,italy,ss,,,,,,
2552,,Medusa,italy,ss,,,,,,
2553,,Argo,italy,ss,,,,,,
2554,,Fisalia,italy,ss,,,,,,
2555,,Jalea,italy,ss,,,,,,
2556,,Jantina,italy,ss,,,,,,
2557,,Salpa,italy,ss,,,,,,
2558,,Velella,italy,ss,,,,,,
2559,,Zoea,italy,ss,,,,,,
2560,,Atropo,italy,ss,,,,,,
2561,,Nautilus,italy,ss,,,,,,
2562,,Nereide,italy,ss,,,,,,
2563,,Pullino,italy,ss,,,,,,
2564,,Giacinto Pullino,italy,ss,,,,,,
2565,,Galileo Ferraris,italy,ss,,,,,,
2566,,Alfa,italy,ss,,,,,,
2567,,Beta,italy,ss,,,,,,
2568,,Argonauta,italy,ss,,,,,,
2569,,Balilla,italy,ss,,,,,,
2570,,Pacinotti,italy,ss,,,,,,
2571,,Guglielmotti,italy,ss,,,,,,
2572,,Pietro Micca,italy,ss,,,,,,
2573,,Angelo Emo,italy,ss,,,,,,
2574,,Luigi Galvani,italy,ss,,,,,,
2575,,Lorenzo Marcello,italy,ss,,,,,,
2576,,Lazzaro Mocenigo,italy,ss,,,,,,
2577,,Torricelli,italy,ss,,,,,,
2578,,Andrea Provana,italy,ss,,,,,,
2579,,Agostino Barbarigo,italy,ss,,,,,,
2580,,Giacomo Nani,italy,ss,,,,,,
2581,,Sebastiano Veniero,italy,ss,,,,,,
2582,,Pier Capponi,italy,ss,,,,,,
2583,,Giovanni Da Procida,italy,ss,,,,,,
2584,,Goffredo Mameli,italy,ss,,,,,,
2585,,Masaniello,italy,ss,,,,,,
2586,,Tito Speri,italy,ss,,,,,,
2587,,Antonio Sciesa,italy,ss,,,,,,
2588,,Domenico Millelire,italy,ss,,,,,,
2589,,Enrico Toti,italy,ss,,,,,,
2590,,Giovanni Bausan,italy,ss,,,,,,
2591,,Marcantonio Colonna,italy,ss,,,,,,
2592,,Des Geneys,italy,ss,,,,,,
2593,,Vettor Pisani,italy,ss,,,,,,
2594,,Fratelli Bandiera,italy,ss,,,,,,
2595,,Luciano Manara,italy,ss,,,,,,
2596,,Ciro Menotti,italy,ss,,,,,,
2597,,Santorre Santarosa,italy,ss,,,,,,
2598,,Ettore Fieramosca,italy,ss,,,,,,
2599,,Marcantonio Bragadin,italy,ss,,,,,,
2600,,Filippo Corridoni,italy,ss,,,,,,
2601,,Squalo,italy,ss,,,,,,
2602,,Luigi Settembrini,italy,ss,,,,,,
2603,,Ruggiero Settimo,italy,ss,,,,,,
2604,,Serpente - former Nautilus,italy,ss,,,,,,
2605,,Ametista,italy,ss,,,,,,
2606,,Anfitrite,italy,ss,,,,,,
2607,,Diamante,italy,ss,,,,,,
2608,,Galatea,italy,ss,,,,,,
2609,,Naiade,italy,ss,,,,,,
2610,,Ondina,italy,ss,,,,,,
2611,,Rubino,italy,ss,,,,,,
2612,,Sirena,italy,ss,,,,,,
2613,,Smeraldo,italy,ss,,,,,,
2614,,Topazio,italy,ss,,,,,,
2615,,Zaffiro,italy,ss,,,,,,
2616,,Archimede,italy,ss,,,,,,
2617,,Evangelista Torricelli,italy,ss,,,,,,
2618,,Galileo Galilei,italy,ss,,,,,,
2619,,Pietro Calvi,italy,ss,,,,,,
2620,,Giuseppe Finzi,italy,ss,,,,,,
2621,,Enrico Tazzoli,italy,ss,,,,,,
2622,,Ambra,italy,ss,,,,,,
2623,,Berillo,italy,ss,,,,,,
2624,,Corallo,italy,ss,,,,,,
2625,,Diaspro,italy,ss,,,,,,
2626,,Gemma,italy,ss,,,,,,
2627,,Iride,italy,ss,,,,,,
